ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
226803_at	1.74E-05	1.03E-06	5.3197358	5.240502	2.86259213	CHMP4C	charged multivesicular body protein 4C
208510_s_at	1.44E-09	1.11E-11	8.0123872	16.330639	2.86523324	PPARG	peroxisome proliferator activated receptor gamma
244692_at	9.05E-06	4.70E-07	5.5159953	6.000282	2.86535833	CYP4F22	cytochrome P450 family 4 subfamily F member 22
214456_x_at	1.45E-06	5.13E-08	6.0547098	8.140504	2.86838753	SAA2///SAA1	serum amyloid A2///serum amyloid A1
205778_at	1.18E-03	1.69E-04	3.9590976	0.373999	2.86885154	KLK7	kallikrein related peptidase 7
220065_at	1.14E-07	2.39E-09	6.7785436	11.113925	2.86956004	TNMD	tenomodulin
207717_s_at	9.75E-13	9.72E-16	10.1506614	25.420633	2.87081941	PKP2	plakophilin 2
223952_x_at	2.63E-08	4.09E-10	7.1873342	12.827848	2.87103791	DHRS9	dehydrogenase/reductase 9
1555019_at	3.92E-06	1.70E-07	5.7657654	6.983332	2.87337863	CDHR1	cadherin related family member 1
1553062_at	2.86E-10	1.45E-12	8.4766486	18.313365	2.87744347	MOGAT1	monoacylglycerol O-acyltransferase 1
207076_s_at	2.80E-07	7.10E-09	6.5236987	10.056675	2.88223579	ASS1	argininosuccinate synthase 1
220291_at	1.29E-09	9.72E-12	8.0436588	16.464071	2.88457198	GDPD2	glycerophosphodiester phosphodiesterase domain containing 2
207146_at	6.11E-11	1.95E-13	8.9340478	20.266476	2.88649408	KRT32	keratin 32
1553989_a_at	4.70E-06	2.11E-07	5.7130234	6.77434	2.88866702	ATP6V1C2	ATPase H+ transporting V1 subunit C2
229254_at	1.35E-10	5.55E-13	8.6955706	19.248572	2.88871832	MFSD4A	major facilitator superfamily domain containing 4A
201790_s_at	9.53E-09	1.19E-10	7.471997	14.03138	2.88887321	DHCR7	7-dehydrocholesterol reductase
235708_at	7.86E-13	7.66E-16	10.2057959	25.651908	2.88913548	KLB	klotho beta
225817_at	8.76E-08	1.72E-09	6.8546591	11.431514	2.8946974	LOC101930349///LOC101930344///CGNL1	uncharacterized LOC101930349///uncharacterized LOC101930344///cingulin like 1
219389_at	9.33E-05	7.94E-06	4.7978329	3.282942	2.89598065	SUSD4	sushi domain containing 4
205769_at	4.93E-08	8.79E-10	7.0105335	12.084196	2.8974921	SLC27A2	solute carrier family 27 member 2
231778_at	2.66E-08	4.15E-10	7.1838689	12.813242	2.89815492	DLX3	distal-less homeobox 3
1552532_a_at	2.22E-05	1.39E-06	5.2448167	4.953655	2.89820016	ATP6V1C2	ATPase H+ transporting V1 subunit C2
231771_at	2.69E-03	4.62E-04	3.6625794	-0.569401	2.89828464	GJB6	gap junction protein beta 6
228865_at	8.14E-06	4.14E-07	5.5475242	6.123415	2.91079404	C1orf116	chromosome 1 open reading frame 116
219127_at	6.25E-15	1.50E-18	11.6713395	31.693337	2.91388613	PRR15L	proline rich 15 like
235651_at	4.11E-04	4.74E-05	4.3182918	1.579408	2.9190895	TTC22	tetratricopeptide repeat domain 22
236950_s_at	5.02E-10	2.88E-12	8.3205686	17.646517	2.92063771	LINC00964	long intergenic non-protein coding RNA 964
228503_at	1.41E-11	2.96E-14	9.3645976	22.099672	2.92069848	RPS6KA6	ribosomal protein S6 kinase A6
240183_at	8.41E-14	5.14E-17	10.8351417	28.272914	2.92358758	TMEM213	transmembrane protein 213
232636_at	1.32E-11	2.73E-14	9.3835287	22.180093	2.9242932	SLITRK4	SLIT and NTRK like family member 4
219597_s_at	3.02E-04	3.28E-05	4.4195045	1.930467	2.9268806	DUOX1	dual oxidase 1
229842_at	3.31E-11	8.48E-14	9.124212	21.077045	2.93179018	ELF3	E74 like ETS transcription factor 3
213992_at	4.56E-06	2.03E-07	5.7217993	6.809064	2.93316788	COL4A6	collagen type IV alpha 6 chain
226834_at	4.51E-07	1.27E-08	6.3858132	9.489005	2.9364544	CLMP	CXADR like membrane protein
229290_at	2.23E-04	2.29E-05	4.5165633	2.271531	2.93716925	DAPL1	death associated protein like 1
1557474_at	2.05E-16	2.33E-20	12.6828036	35.720776	2.94540157	LOC284578	uncharacterized LOC284578
230360_at	1.06E-06	3.54E-08	6.1431116	8.498358	2.94635224	GLDN	gliomedin
206166_s_at	7.20E-04	9.31E-05	4.1300836	0.939674	2.94747661	CLCA2	chloride channel accessory 2
213661_at	3.55E-08	5.85E-10	7.1046423	12.479621	2.95691781	PAMR1	peptidase domain containing associated with muscle regeneration 1
238567_at	8.79E-08	1.73E-09	6.8534326	11.42639	2.96030597	SGPP2	sphingosine-1-phosphate phosphatase 2
205822_s_at	4.88E-09	5.34E-11	7.6546972	14.807027	2.96190511	HMGCS1	3-hydroxy-3-methylglutaryl-CoA synthase 1
223426_s_at	4.21E-11	1.18E-13	9.0481744	20.753083	2.96460196	EPB41L4B	erythrocyte membrane protein band 4.1 like 4B
237899_at	2.94E-08	4.66E-10	7.1570661	12.700305	2.96520668	LOC100506374	uncharacterized LOC100506374
242301_at	2.50E-06	9.90E-08	5.8964806	7.504347	2.96539404	CBLN2	cerebellin 2 precursor
209351_at	7.34E-03	1.57E-03	3.2801689	-1.709458	2.96721947	KRT14	keratin 14
200606_at	7.32E-04	9.48E-05	4.1249485	0.922466	2.96865201	DSP	desmoplakin
205364_at	1.07E-07	2.21E-09	6.7964357	11.188509	2.97197128	ACOX2	acyl-CoA oxidase 2
224918_x_at	2.62E-06	1.04E-07	5.8839207	7.454101	2.97631309	MGST1	microsomal glutathione S-transferase 1
231211_s_at	1.66E-03	2.57E-04	3.8380397	-0.01709	2.97801819	YIF1B	"Yip1 interacting factor homolog B, membrane trafficking protein"
215189_at	7.83E-09	9.24E-11	7.5290699	14.273447	2.97857749	LOC100509764///KRT86	uncharacterized LOC100509764///keratin 86
208228_s_at	2.01E-06	7.51E-08	5.9630957	7.771466	2.97869521	FGFR2	fibroblast growth factor receptor 2
242998_at	4.01E-05	2.87E-06	5.061465	4.259591	2.98025824	RDH12	retinol dehydrogenase 12 (all-trans/9-cis/11-cis)
1554195_a_at	2.64E-06	1.05E-07	5.8817163	7.445287	2.9814792	C5orf46	chromosome 5 open reading frame 46
203757_s_at	4.58E-08	8.03E-10	7.0313178	12.171443	2.98523143	CEACAM6	carcinoembryonic antigen related cell adhesion molecule 6
235746_s_at	2.27E-06	8.69E-08	5.9278996	7.630203	2.98722379	PLA2R1	phospholipase A2 receptor 1
33323_r_at	5.70E-03	1.16E-03	3.3777877	-1.427095	2.98743915	SFN	stratifin
220402_at	3.79E-05	2.67E-06	5.0795747	4.327624	2.99223269	TP53AIP1	tumor protein p53 regulated apoptosis inducing protein 1
209792_s_at	4.10E-04	4.72E-05	4.3192428	1.582684	2.99299714	KLK10	kallikrein related peptidase 10
223919_at	1.62E-06	5.80E-08	6.0250381	8.020774	2.99664444	TP53AIP1	tumor protein p53 regulated apoptosis inducing protein 1
204718_at	1.19E-06	4.05E-08	6.110929	8.367887	2.99734184	EPHB6	EPH receptor B6
206385_s_at	2.84E-06	1.15E-07	5.8600259	7.358617	2.99780246	ANK3	"ankyrin 3, node of Ranvier (ankyrin G)"
218002_s_at	3.48E-04	3.88E-05	4.3732505	1.769441	3.00054034	CXCL14	C-X-C motif chemokine ligand 14
230398_at	5.86E-05	4.54E-06	4.943676	3.819994	3.00379058	TNS4	tensin 4
219735_s_at	5.19E-07	1.50E-08	6.346573	9.32807	3.01157077	TFCP2L1	transcription factor CP2-like 1
219768_at	3.90E-12	4.97E-15	9.774327	23.835792	3.01707957	VTCN1	V-set domain containing T cell activation inhibitor 1
214734_at	7.17E-07	2.21E-08	6.2555529	8.955883	3.02091356	EXPH5	exophilin 5
240382_at	4.14E-07	1.15E-08	6.409641	9.586866	3.02194716	LOC101928076	uncharacterized LOC101928076
226185_at	2.56E-06	1.02E-07	5.8899669	7.478284	3.02306573	CDS1	CDP-diacylglycerol synthase 1
228708_at	3.39E-05	2.33E-06	5.1143797	4.458702	3.02415731	RAB27B	"RAB27B, member RAS oncogene family"
209260_at	1.47E-03	2.20E-04	3.8825009	0.125616	3.02642597	SFN	stratifin
1558687_a_at	1.34E-06	4.64E-08	6.0783907	8.2362	3.02668091	FOXN1	forkhead box N1
243386_at	1.26E-05	7.00E-07	5.4171219	5.616043	3.03126019	CASZ1	castor zinc finger 1
205768_s_at	1.79E-08	2.58E-10	7.2935975	13.276309	3.03165236	SLC27A2	solute carrier family 27 member 2
207710_at	7.62E-05	6.19E-06	4.8628942	3.521506	3.03247264	LCE2B	late cornified envelope 2B
232602_at	1.14E-09	8.37E-12	8.0776949	16.609329	3.03574576	WFDC3	WAP four-disulfide core domain 3
224009_x_at	1.96E-08	2.88E-10	7.2676526	13.166719	3.03915946	DHRS9	dehydrogenase/reductase 9
202018_s_at	2.09E-04	2.12E-05	4.5378143	2.346768	3.04423612	LTF	lactotransferrin
241356_at	8.81E-07	2.84E-08	6.1953867	8.710747	3.04528171	SDR42E1	"short chain dehydrogenase/reductase family 42E, member 1"
240284_x_at	9.99E-09	1.28E-10	7.4541488	13.955726	3.04630885	LOC105369635	uncharacterized LOC105369635
220724_at	3.93E-05	2.79E-06	5.0685615	4.286237	3.04786906	CWH43	cell wall biogenesis 43 C-terminal homolog
232202_at	5.29E-05	4.01E-06	4.9756144	3.938686	3.05092989	FAM83B	family with sequence similarity 83 member B
213609_s_at	1.01E-09	7.04E-12	8.1171313	16.777669	3.05674696	SEZ6L	seizure related 6 homolog like
228575_at	5.59E-06	2.60E-07	5.6620512	6.57306	3.06047035	IL20RB	interleukin 20 receptor subunit beta
202274_at	2.51E-07	6.25E-09	6.5534925	10.179758	3.06184277	ACTG2	"actin, gamma 2, smooth muscle, enteric"
1553589_a_at	7.31E-05	5.90E-06	4.8754304	3.567663	3.06599529	PDZK1IP1	PDZK1 interacting protein 1
235182_at	4.50E-08	7.83E-10	7.0372683	12.196431	3.06753938	ISM1	"isthmin 1, angiogenesis inhibitor"
209863_s_at	2.09E-04	2.11E-05	4.5388069	2.350287	3.07795236	TP63	tumor protein p63
237690_at	7.04E-06	3.45E-07	5.5919956	6.297578	3.08381836	ADGRF4	adhesion G protein-coupled receptor F4
205157_s_at	2.34E-03	3.90E-04	3.7137508	-0.410145	3.08499979	KRT17///JUP	keratin 17///junction plakoglobin
1558438_a_at	5.61E-05	4.30E-06	4.9572057	3.870228	3.08787083	IGH	immunoglobulin heavy locus
1554921_a_at	4.62E-06	2.07E-07	5.7176363	6.79259	3.09033107	SCEL	sciellin
232164_s_at	2.38E-04	2.47E-05	4.4961691	2.199514	3.0904319	EPPK1	epiplakin 1
244370_at	1.55E-11	3.37E-14	9.3354226	21.975698	3.09854065	KIAA2022	KIAA2022
219995_s_at	3.67E-05	2.57E-06	5.0893314	4.364325	3.09889258	ZNF750	zinc finger protein 750
218796_at	3.01E-06	1.24E-07	5.8416932	7.285454	3.1157568	FERMT1	fermitin family member 1
232313_at	2.25E-10	1.07E-12	8.5471022	18.614375	3.11587448	TMEM132C	transmembrane protein 132C
239381_at	1.59E-03	2.43E-04	3.8538004	0.033372	3.11967264	KLK7	kallikrein related peptidase 7
205044_at	5.86E-08	1.08E-09	6.963042	11.885026	3.12728936	GABRP	gamma-aminobutyric acid type A receptor pi subunit
222829_s_at	1.96E-09	1.68E-11	7.9190662	15.93263	3.1280569	IL20RA	interleukin 20 receptor subunit alpha
220149_at	2.10E-06	7.90E-08	5.9507886	7.722037	3.12884988	C2orf54	chromosome 2 open reading frame 54
205132_at	5.02E-10	2.84E-12	8.3237761	17.66022	3.12944749	ACTC1	"actin, alpha, cardiac muscle 1"
205043_at	6.25E-15	1.82E-18	11.6259491	31.509676	3.13603523	CFTR	cystic fibrosis transmembrane conductance regulator
210452_x_at	1.25E-08	1.69E-10	7.3906982	13.686971	3.13772036	CYP4F2	cytochrome P450 family 4 subfamily F member 2
231849_at	3.43E-05	2.36E-06	5.1117154	4.448653	3.14031474	KRT80	keratin 80
220357_s_at	1.61E-08	2.26E-10	7.3235501	13.402901	3.14116055	SGK2	"SGK2, serine/threonine kinase 2"
205380_at	7.94E-09	9.42E-11	7.524609	14.254518	3.14350354	PDZK1	PDZ domain containing 1
226863_at	1.61E-04	1.55E-05	4.6218772	2.646316	3.14763421	FAM110C	family with sequence similarity 110 member C
234335_s_at	1.40E-05	7.92E-07	5.3863382	5.497015	3.14893148	FAM84A	family with sequence similarity 84 member A
220197_at	6.55E-06	3.16E-07	5.6134986	6.381991	3.15268411	ATP6V0A4	ATPase H+ transporting V0 subunit a4
227782_at	1.10E-06	3.70E-08	6.1326658	8.455986	3.15271748	ZBTB7C	zinc finger and BTB domain containing 7C
213929_at	2.03E-06	7.59E-08	5.9603853	7.760577	3.1601504	EXPH5	exophilin 5
227238_at	1.97E-06	7.33E-08	5.9689601	7.795031	3.16635595	MUC15	"mucin 15, cell surface associated"
229155_at	3.48E-08	5.72E-10	7.1097553	12.501133	3.16669453	GSTO2	glutathione S-transferase omega 2
221874_at	2.39E-09	2.16E-11	7.861647	15.687893	3.16847079	KIAA1324	KIAA1324
60474_at	3.21E-06	1.34E-07	5.8235	7.212929	3.17731988	FERMT1	fermitin family member 1
217272_s_at	3.33E-03	5.99E-04	3.583473	-0.812572	3.17824339	SERPINB13	serpin family B member 13
219795_at	1.85E-05	1.11E-06	5.3019937	5.172408	3.18378802	SLC6A14	solute carrier family 6 member 14
236264_at	4.34E-09	4.59E-11	7.6891961	14.95372	3.18559208	ADGRL3	adhesion G protein-coupled receptor L3
240420_at	1.79E-04	1.76E-05	4.5877482	2.524333	3.1921389	AADACL2	arylacetamide deacetylase like 2
215536_at	6.04E-05	4.71E-06	4.9339466	3.783913	3.19214484	HLA-DQB2	"major histocompatibility complex, class II, DQ beta 2"
201820_at	2.17E-03	3.53E-04	3.7430549	-0.318264	3.19444537	KRT5	keratin 5
206623_at	2.56E-10	1.27E-12	8.507059	18.443294	3.19931045	PDE6A	phosphodiesterase 6A
205019_s_at	3.11E-07	8.10E-09	6.492677	9.928675	3.20487194	VIPR1	vasoactive intestinal peptide receptor 1
227163_at	7.60E-08	1.46E-09	6.8921229	11.588109	3.20749368	GSTO2	glutathione S-transferase omega 2
219756_s_at	7.12E-06	3.50E-07	5.5883809	6.283401	3.21430756	POF1B	"premature ovarian failure, 1B"
226612_at	3.72E-06	1.59E-07	5.7808704	7.043319	3.21610665	UBE2QL1	ubiquitin conjugating enzyme E2 Q family like 1
226192_at	8.91E-09	1.10E-10	7.4893335	14.104886	3.21932239	AR	androgen receptor
203453_at	9.54E-05	8.17E-06	4.7903993	3.255791	3.22332238	SCNN1A	sodium channel epithelial 1 alpha subunit
229030_at	4.05E-09	4.23E-11	7.7081098	15.03417	3.22656563	CAPN8	calpain 8
230269_at	2.82E-11	7.09E-14	9.1649989	21.250731	3.2266418	B3GALT5	"beta-1,3-galactosyltransferase 5"
203240_at	1.61E-07	3.64E-09	6.6798254	10.703224	3.22898519	FCGBP	Fc fragment of IgG binding protein
244107_at	4.44E-05	3.24E-06	5.0303588	4.143008	3.22922588	DSC3	desmocollin 3
206605_at	5.47E-06	2.52E-07	5.6690961	6.600837	3.23936805	ENDOU	"endonuclease, poly(U) specific"
229147_at	5.78E-09	6.47E-11	7.6107802	14.620387	3.23991756	RASSF6	Ras association domain family member 6
241898_at	1.43E-09	1.11E-11	8.0142124	16.338426	3.24879107	LIPH	lipase H
237038_at	2.97E-08	4.72E-10	7.1541531	12.688035	3.2496293	CXCL14	C-X-C motif chemokine ligand 14
204351_at	5.87E-06	2.76E-07	5.647382	6.515264	3.25219786	S100P	S100 calcium binding protein P
213693_s_at	9.31E-10	6.39E-12	8.1392199	16.871972	3.2543072	MUC1	"mucin 1, cell surface associated"
222102_at	2.23E-08	3.37E-10	7.2320209	13.016311	3.25520002	GSTA3	glutathione S-transferase alpha 3
219630_at	8.28E-05	6.84E-06	4.8369576	3.426204	3.25542604	PDZK1IP1	PDZK1 interacting protein 1
219532_at	1.39E-06	4.84E-08	6.0686748	8.196922	3.25995151	ELOVL4	ELOVL fatty acid elongase 4
225822_at	8.40E-08	1.64E-09	6.8664113	11.480618	3.27825675	TMEM125	transmembrane protein 125
1552620_at	2.11E-06	7.96E-08	5.9490549	7.715077	3.2802633	SPRR4	small proline rich protein 4
222830_at	1.12E-05	6.09E-07	5.451852	5.750677	3.2806535	GRHL1	grainyhead like transcription factor 1
229070_at	6.23E-07	1.88E-08	6.2940829	9.113242	3.28085483	ADTRP	androgen dependent TFPI regulating protein
207065_at	8.62E-06	4.42E-07	5.5311868	6.059575	3.28236564	KRT75	keratin 75
208607_s_at	6.89E-06	3.36E-07	5.5987234	6.323975	3.28491719	SAA2-SAA4///SAA2///SAA1	SAA2-SAA4 readthrough///serum amyloid A2///serum amyloid A1
227642_at	2.89E-07	7.39E-09	6.5141049	10.017072	3.28687816	TFCP2L1	transcription factor CP2-like 1
1554253_a_at	1.34E-06	4.65E-08	6.0781851	8.235368	3.28769569	CERS3	ceramide synthase 3
205490_x_at	1.72E-05	1.02E-06	5.3228153	5.252332	3.28805439	GJB3	gap junction protein beta 3
220403_s_at	7.19E-06	3.55E-07	5.585259	6.27116	3.28927371	TP53AIP1	tumor protein p53 regulated apoptosis inducing protein 1
241782_at	1.12E-09	8.18E-12	8.0828765	16.631445	3.29353848	NEBL	nebulette
235272_at	1.14E-03	1.61E-04	3.9733249	0.420482	3.29534337	SBSN	suprabasin
220723_s_at	2.39E-04	2.49E-05	4.4939472	2.19168	3.29751864	CWH43	cell wall biogenesis 43 C-terminal homolog
209867_s_at	2.92E-09	2.79E-11	7.8030922	15.438453	3.31036896	ADGRL3	adhesion G protein-coupled receptor L3
203296_s_at	3.07E-09	3.01E-11	7.7854609	15.363375	3.31045395	ATP1A2	ATPase Na+/K+ transporting subunit alpha 2
225645_at	8.93E-05	7.52E-06	4.8122744	3.335751	3.32631877	EHF	ETS homologous factor
204130_at	1.24E-10	4.93E-13	8.7227902	19.364813	3.33510876	HSD11B2	hydroxysteroid 11-beta dehydrogenase 2
201839_s_at	9.66E-11	3.48E-13	8.8019872	19.702947	3.33719393	EPCAM	epithelial cell adhesion molecule
205229_s_at	2.01E-07	4.73E-09	6.618669	10.449511	3.3427116	COCH	cochlin
210325_at	4.47E-06	1.99E-07	5.7275343	6.831768	3.34396608	CD1A	CD1a molecule
217414_x_at	9.69E-09	1.23E-10	7.4635025	13.995371	3.34631316	HBA2///HBA1	hemoglobin subunit alpha 2///hemoglobin subunit alpha 1
231736_x_at	7.93E-07	2.51E-08	6.2254262	8.833047	3.34753499	MGST1	microsomal glutathione S-transferase 1
213880_at	9.86E-08	2.01E-09	6.8187146	11.28144	3.34883389	LGR5	leucine rich repeat containing G protein-coupled receptor 5
1556793_a_at	2.93E-04	3.15E-05	4.4300107	1.96718	3.34914393	FAM83C	family with sequence similarity 83 member C
205221_at	9.21E-11	3.30E-13	8.814503	19.756372	3.35228366	HGD	"homogentisate 1,2-dioxygenase"
202712_s_at	1.72E-05	1.02E-06	5.3219859	5.249145	3.35436392	CKMT1A///CKMT1B	"creatine kinase, mitochondrial 1A///creatine kinase, mitochondrial 1B"
206165_s_at	1.31E-04	1.20E-05	4.6901606	2.891855	3.35734539	CLCA2	chloride channel accessory 2
220779_at	6.31E-12	9.86E-15	9.6167322	23.169199	3.35766526	PADI3	peptidyl arginine deiminase 3
226197_at	1.78E-07	4.08E-09	6.6532916	10.593076	3.35901848	AR	androgen receptor
237515_at	3.32E-07	8.73E-09	6.4748835	9.85533	3.35939202	TMEM56	transmembrane protein 56
205942_s_at	7.41E-10	4.80E-12	8.2041535	17.14925	3.35990457	ACSM3	acyl-CoA synthetase medium-chain family member 3
235075_at	1.78E-04	1.74E-05	4.5900633	2.532592	3.36351463	DSG3	desmoglein 3
208463_at	1.30E-10	5.28E-13	8.7070738	19.297698	3.36606132	GABRA4	gamma-aminobutyric acid type A receptor alpha4 subunit
224650_at	2.46E-04	2.57E-05	4.4851984	2.160851	3.37061603	MAL2	"mal, T-cell differentiation protein 2 (gene/pseudogene)"
217528_at	6.67E-04	8.45E-05	4.1572756	1.03102	3.37169956	CLCA2	chloride channel accessory 2
1560531_at	3.77E-04	4.27E-05	4.3473009	1.679537	3.37480471	LCE1B	late cornified envelope 1B
215704_at	1.79E-03	2.81E-04	3.8114329	-0.101965	3.37595277	FLG	filaggrin
207114_at	1.01E-05	5.34E-07	5.484173	5.876297	3.37919788	LY6G6C	"lymphocyte antigen 6 complex, locus G6C"
222071_s_at	8.85E-10	6.05E-12	8.1514632	16.924247	3.3819028	SLCO4C1	solute carrier organic anion transporter family member 4C1
232165_at	1.15E-04	1.03E-05	4.7305791	3.038109	3.38296617	EPPK1	epiplakin 1
219476_at	9.71E-06	5.12E-07	5.4946473	5.917074	3.38998012	C1orf116	chromosome 1 open reading frame 116
229839_at	1.20E-06	4.12E-08	6.1069437	8.351746	3.39133923	SCARA5	scavenger receptor class A member 5
210377_at	2.56E-10	1.27E-12	8.5072127	18.443951	3.39289077	ACSM3	acyl-CoA synthetase medium-chain family member 3
219932_at	6.03E-16	9.56E-20	12.3367018	34.357079	3.40463845	SLC27A6	solute carrier family 27 member 6
220161_s_at	7.17E-07	2.21E-08	6.2554326	8.955393	3.40935089	EPB41L4B	erythrocyte membrane protein band 4.1 like 4B
202525_at	1.07E-07	2.21E-09	6.7964638	11.188626	3.41131086	PRSS8	"protease, serine 8"
205470_s_at	1.18E-04	1.05E-05	4.7243132	3.015392	3.41172629	KLK11	kallikrein related peptidase 11
1557094_at	1.90E-05	1.14E-06	5.2943345	5.143043	3.41402442	LOC100996760	uncharacterized LOC100996760
243585_at	5.35E-17	2.43E-21	13.2438368	37.898073	3.41618266	ATP13A5	ATPase 13A5
205883_at	2.37E-12	2.90E-15	9.8985347	24.360005	3.4192629	ZBTB16	zinc finger and BTB domain containing 16
242204_at	1.41E-04	1.30E-05	4.6679971	2.811943	3.42834408	WFDC5	WAP four-disulfide core domain 5
203961_at	2.47E-06	9.72E-08	5.900771	7.521519	3.43329705	NEBL	nebulette
209458_x_at	8.46E-10	5.75E-12	8.1631	16.973936	3.44313432	HBA2///HBA1	hemoglobin subunit alpha 2///hemoglobin subunit alpha 1
1552477_a_at	1.19E-06	4.08E-08	6.1092248	8.360985	3.44421571	IRF6	interferon regulatory factor 6
207457_s_at	4.32E-12	6.00E-15	9.7309193	23.652345	3.44616353	LY6G6F///LY6G6D	"lymphocyte antigen 6 complex, locus G6F///lymphocyte antigen 6 complex, locus G6D"
218963_s_at	2.31E-06	8.94E-08	5.9210316	7.602671	3.44693645	KRT23	keratin 23
233052_at	1.55E-09	1.23E-11	7.9893561	16.232387	3.46047445	DNAH8	dynein axonemal heavy chain 8
223623_at	1.73E-07	3.94E-09	6.661381	10.626646	3.46094709	C2orf40	chromosome 2 open reading frame 40
228648_at	9.60E-09	1.21E-10	7.466814	14.009408	3.46124751	LRG1	leucine rich alpha-2-glycoprotein 1
204942_s_at	9.51E-05	8.13E-06	4.7917927	3.260879	3.4616286	ALDH3B2	aldehyde dehydrogenase 3 family member B2
205363_at	1.24E-05	6.85E-07	5.4225782	5.63717	3.46295572	BBOX1	gamma-butyrobetaine hydroxylase 1
203074_at	2.58E-04	2.73E-05	4.4694223	2.105347	3.46309556	ANXA8L1///ANXA8	annexin A8-like 1///annexin A8
209866_s_at	1.78E-09	1.49E-11	7.9464386	16.049342	3.46324524	ADGRL3	adhesion G protein-coupled receptor L3
205185_at	4.24E-04	4.91E-05	4.3084437	1.545507	3.46558516	SPINK5	"serine peptidase inhibitor, Kazal type 5"
203962_s_at	4.88E-09	5.35E-11	7.6539994	14.804061	3.46687227	NEBL	nebulette
207911_s_at	3.94E-07	1.08E-08	6.4250961	9.650394	3.46821414	TGM5	transglutaminase 5
229385_s_at	5.83E-06	2.73E-07	5.6494321	6.523338	3.47079978	TINCR	tissue differentiation-inducing non-protein coding RNA
209604_s_at	2.08E-06	7.81E-08	5.9535688	7.7332	3.47531893	GATA3	GATA binding protein 3
207847_s_at	3.08E-09	3.03E-11	7.7843114	15.35848	3.47869457	MUC1	"mucin 1, cell surface associated"
210397_at	1.80E-04	1.76E-05	4.5866461	2.520403	3.48245494	DEFB1	defensin beta 1
220431_at	1.90E-08	2.77E-10	7.2765471	13.204282	3.48262169	TMPRSS11E	"transmembrane protease, serine 11E"
203980_at	1.50E-07	3.35E-09	6.6994418	10.784722	3.48330061	FABP4	fatty acid binding protein 4
236534_at	2.88E-05	1.92E-06	5.163136	4.643033	3.4869031	BNIPL///C1orf56	BCL2 interacting protein like///chromosome 1 open reading frame 56
204018_x_at	7.61E-10	5.07E-12	8.1920409	17.097521	3.49335246	HBA2///HBA1	hemoglobin subunit alpha 2///hemoglobin subunit alpha 1
211699_x_at	6.33E-09	7.26E-11	7.5842207	14.50757	3.49475865	HBA2///HBA1	hemoglobin subunit alpha 2///hemoglobin subunit alpha 1
202597_at	2.03E-05	1.24E-06	5.2737799	5.064331	3.49647202	IRF6	interferon regulatory factor 6
213369_at	1.04E-08	1.35E-10	7.4427075	13.907242	3.50838898	CDHR1	cadherin related family member 1
208483_x_at	5.35E-14	2.79E-17	10.9791184	28.867197	3.51242209	KRT33A	keratin 33A
211745_x_at	9.90E-10	6.89E-12	8.1221143	16.798942	3.53004424	HBA2///HBA1	hemoglobin subunit alpha 2///hemoglobin subunit alpha 1
202218_s_at	1.96E-09	1.67E-11	7.9195024	15.93449	3.53318715	FADS2	fatty acid desaturase 2
221854_at	9.06E-05	7.66E-06	4.8072198	3.317258	3.53642986	PKP1	plakophilin 1
230835_at	5.21E-03	1.04E-03	3.4123896	-1.325552	3.54045212	KRTDAP	keratinocyte differentiation associated protein
202286_s_at	4.41E-04	5.13E-05	4.2963786	1.504037	3.54573094	TACSTD2	tumor-associated calcium signal transducer 2
228491_at	2.20E-12	2.64E-15	9.9200588	24.450736	3.54905789	KRT19	keratin 19
230573_at	5.46E-09	6.09E-11	7.6246085	14.679143	3.54981708	SGK2	"SGK2, serine/threonine kinase 2"
209016_s_at	3.90E-12	5.05E-15	9.7703784	23.81911	3.55238757	KRT7	keratin 7
209602_s_at	2.38E-06	9.28E-08	5.9120826	7.566814	3.55630632	GATA3	GATA binding protein 3
206642_at	4.52E-05	3.31E-06	5.0250323	4.12308	3.55731518	DSG1	desmoglein 1
207961_x_at	1.57E-10	6.78E-13	8.6499742	19.053829	3.55897948	MYH11	myosin heavy chain 11
213695_at	1.27E-07	2.73E-09	6.7474986	10.984618	3.56290499	PON3	paraoxonase 3
215516_at	6.13E-12	9.45E-15	9.6265512	23.210777	3.57592412	LAMB4	laminin subunit beta 4
206969_at	3.29E-07	8.63E-09	6.4775407	9.866279	3.58301593	LOC100653049///KRT34	"keratin, type I cuticular Ha4///keratin 34"
219936_s_at	1.54E-05	8.89E-07	5.3574499	5.385583	3.58719327	GPR87	G protein-coupled receptor 87
217232_x_at	5.44E-10	3.19E-12	8.2972086	17.546723	3.58769374	HBB	hemoglobin subunit beta
219395_at	1.03E-05	5.50E-07	5.4771701	5.849053	3.59087581	MIR6773///ESRP2	microRNA 6773///epithelial splicing regulatory protein 2
218186_at	4.97E-05	3.71E-06	4.9954545	4.012608	3.59867699	RAB25	"RAB25, member RAS oncogene family"
239380_at	2.08E-08	3.10E-10	7.2511127	13.096886	3.60608856	LINC01554	long intergenic non-protein coding RNA 1554
201497_x_at	1.48E-09	1.17E-11	8.0022384	16.287342	3.61491068	MYH11	myosin heavy chain 11
209603_at	8.46E-07	2.70E-08	6.2076664	8.760719	3.62682452	GATA3	GATA binding protein 3
220507_s_at	4.34E-09	4.61E-11	7.6881813	14.949404	3.62873403	UPB1	beta-ureidopropionase 1
