ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title	test
205236_x_at	2.11E-52	1.95E-54	25.85311797	113.5936688	2.654431837	SOD3	"superoxide dismutase 3, extracellular"	TRUE
201768_s_at	2.26E-52	2.10E-54	25.83627226	113.5197642	2.458142974	CLINT1	clathrin interactor 1	TRUE
213397_x_at	2.40E-52	2.24E-54	25.82188605	113.4566242	4.828675586	RNASE4	ribonuclease A family member 4	TRUE
205403_at	2.48E-52	2.33E-54	25.81281116	113.416783	3.708782707	IL1R2	interleukin 1 receptor type 2	TRUE
205034_at	2.96E-52	2.79E-54	-25.77207665	113.2378319	-4.129002219	CCNE2	cyclin E2	TRUE
209655_s_at	3.12E-52	2.96E-54	25.75845276	113.1779383	3.059458838	TMEM47	transmembrane protein 47	TRUE
204455_at	3.17E-52	3.02E-54	25.75398787	113.1583051	6.28130805	DST	dystonin	TRUE
1552476_s_at	3.33E-52	3.19E-54	25.7417691	113.1045645	2.38619413	PLCD3	phospholipase C delta 3	TRUE
204036_at	3.82E-52	3.67E-54	25.70996255	112.9645928	4.862151297	LPAR1	lysophosphatidic acid receptor 1	TRUE
212257_s_at	4.32E-52	4.17E-54	25.68116223	112.8377508	2.950221805	SMARCA2	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2"	TRUE
212659_s_at	4.38E-52	4.25E-54	25.67684156	112.8187135	2.983329316	IL1RN	interleukin 1 receptor antagonist	TRUE
205029_s_at	4.64E-52	4.51E-54	25.66305936	112.7579737	5.225737088	FABP7	fatty acid binding protein 7	TRUE
1553961_s_at	4.92E-52	4.81E-54	25.64873806	112.6948349	2.798752361	SNX21	sorting nexin family member 21	TRUE
211597_s_at	5.65E-52	5.55E-54	25.61629695	112.5517236	6.409688804	HOPX	HOP homeobox	TRUE
211203_s_at	6.60E-52	6.51E-54	25.58008435	112.3918321	2.762540583	CNTN1	contactin 1	TRUE
205568_at	8.58E-52	8.49E-54	25.52002265	112.1263059	2.768228421	AQP9	aquaporin 9	TRUE
1554253_a_at	8.96E-52	8.90E-54	25.50920479	112.0784371	3.790794752	CERS3	ceramide synthase 3	TRUE
205767_at	9.07E-52	9.05E-54	25.50550734	112.062073	4.189735114	EREG	epiregulin	TRUE
201831_s_at	9.18E-52	9.20E-54	25.50185445	112.0459044	3.599545033	USO1	USO1 vesicle transport factor	TRUE
204298_s_at	9.22E-52	9.28E-54	25.49999947	112.0376933	4.207615278	LOX	lysyl oxidase	TRUE
213765_at	9.24E-52	9.34E-54	25.49849227	112.0310213	5.214268283	MFAP5	microfibrillar associated protein 5	TRUE
212638_s_at	9.32E-52	9.45E-54	25.49572438	112.0187679	3.327467634	WWP1	WW domain containing E3 ubiquitin protein ligase 1	TRUE
213506_at	9.99E-52	1.02E-53	25.47898045	111.9446239	5.014679806	F2RL1	F2R like trypsin receptor 1	TRUE
203323_at	1.05E-51	1.07E-53	25.46672799	111.8903482	4.824533763	CAV2	caveolin 2	TRUE
211272_s_at	1.08E-51	1.11E-53	25.4592974	111.8574239	2.872350109	DGKA	diacylglycerol kinase alpha	TRUE
209758_s_at	1.38E-51	1.42E-53	25.40339048	111.6095006	5.383907345	MFAP5	microfibrillar associated protein 5	TRUE
210892_s_at	1.50E-51	1.56E-53	25.38341326	111.5208226	2.582761866	GTF2I	general transcription factor IIi	TRUE
1555269_a_at	1.51E-51	1.57E-53	25.38122042	111.5110859	2.48480685	ANO1	anoctamin 1	TRUE
204754_at	1.52E-51	1.59E-53	25.37915598	111.5019188	2.989988312	HLF	"HLF, PAR bZIP transcription factor"	TRUE
201920_at	1.68E-51	1.76E-53	-25.35529385	111.3959237	-2.487217839	SLC20A1	solute carrier family 20 member 1	TRUE
212230_at	1.78E-51	1.88E-53	25.34135023	111.3339559	4.569439435	PLPP3	phospholipid phosphatase 3	TRUE
206201_s_at	2.18E-51	2.30E-53	25.29513753	111.1284179	3.590387515	MEOX2	mesenchyme homeobox 2	TRUE
201559_s_at	2.29E-51	2.43E-53	25.28336226	111.0760061	2.701847463	CLIC4	chloride intracellular channel 4	TRUE
204716_at	2.33E-51	2.48E-53	25.27821817	111.0531046	2.845389236	CCDC6	coiled-coil domain containing 6	TRUE
209699_x_at	2.39E-51	2.55E-53	25.27221194	111.026361	4.294793532	LOC101930400///AKR1C2	"aldo-keto reductase family 1 member C2-like///aldo-keto reductase family 1, member C2"	TRUE
206177_s_at	2.41E-51	2.58E-53	25.26941067	111.0138865	6.066067685	ARG1	arginase 1	TRUE
204519_s_at	2.44E-51	2.63E-53	25.2654143	110.9960885	3.874879538	PLLP	plasmolipin	TRUE
1553685_s_at	2.57E-51	2.78E-53	25.25335017	110.9423492	3.013373467	SP1	Sp1 transcription factor	TRUE
204344_s_at	2.60E-51	2.82E-53	25.24956882	110.9255017	2.450974276	SEC23A	"Sec23 homolog A, coat complex II component"	TRUE
206502_s_at	2.71E-51	2.95E-53	-25.23951753	110.8807112	-5.947040799	INSM1	INSM transcriptional repressor 1	TRUE
211067_s_at	2.78E-51	3.04E-53	25.23321324	110.8526121	3.009425696	GAS7	growth arrest specific 7	TRUE
209387_s_at	2.83E-51	3.10E-53	25.22839771	110.8311454	3.727842998	TM4SF1	transmembrane 4 L six family member 1	TRUE
1554252_a_at	2.91E-51	3.20E-53	25.22136722	110.7998001	3.878313096	CERS3	ceramide synthase 3	TRUE
204734_at	3.47E-51	3.84E-53	25.18059771	110.6179168	5.645472881	KRT15	keratin 15	TRUE
209131_s_at	3.61E-51	4.03E-53	25.16995271	110.5703949	2.949926685	SNAP23	synaptosome associated protein 23	TRUE
203914_x_at	3.93E-51	4.39E-53	25.15053259	110.4836647	4.220536692	HPGD	hydroxyprostaglandin dehydrogenase 15-(NAD)	TRUE
1564308_a_at	4.32E-51	4.85E-53	25.12818747	110.3838171	3.740705416	MPP7	membrane palmitoylated protein 7	TRUE
209711_at	5.25E-51	5.91E-53	25.08407001	110.1865106	2.20868608	SLC35D1	solute carrier family 35 member D1	TRUE
204755_x_at	6.00E-51	6.78E-53	25.0533197	110.0488518	3.486474183	HLF	"HLF, PAR bZIP transcription factor"	TRUE
210074_at	6.50E-51	7.37E-53	25.03473412	109.9655968	4.325810975	CTSV	cathepsin V	TRUE
212294_at	6.52E-51	7.43E-53	25.03304245	109.9580169	3.383727912	GNG12	G protein subunit gamma 12	TRUE
207741_x_at	7.27E-51	8.30E-53	25.00825312	109.8469043	5.181820973	TPSAB1	tryptase alpha/beta 1	TRUE
206898_at	7.27E-51	8.34E-53	25.00733968	109.8428087	3.575311866	CDH19	cadherin 19	TRUE
1555773_at	7.32E-51	8.43E-53	25.00489491	109.8318464	4.638459668	BPIFC	BPI fold containing family C	TRUE
1438_at	7.73E-51	8.93E-53	24.99204232	109.7742042	2.662084616	EPHB3	EPH receptor B3	TRUE
211769_x_at	9.39E-51	1.09E-52	24.94794606	109.5762914	3.08167069	SERINC3	serine incorporator 3	TRUE
203501_at	9.79E-51	1.14E-52	24.93785694	109.5309774	3.310616467	CPQ	carboxypeptidase Q	TRUE
202054_s_at	1.12E-50	1.31E-52	24.9061826	109.3886387	2.471809902	ALDH3A2	aldehyde dehydrogenase 3 family member A2	TRUE
204237_at	1.20E-50	1.41E-52	24.89111397	109.3208817	3.553613285	GULP1	"GULP, engulfment adaptor PTB domain containing 1"	TRUE
210145_at	1.27E-50	1.50E-52	24.87734465	109.2589439	3.339428589	PLA2G4A	phospholipase A2 group IVA	TRUE
204151_x_at	1.47E-50	1.73E-52	24.84442039	109.1107522	4.616806871	AKR1C1	aldo-keto reductase family 1 member C1	TRUE
208792_s_at	1.84E-50	2.18E-52	24.79333341	108.8805583	4.160394942	CLU	clusterin	TRUE
211000_s_at	2.04E-50	2.42E-52	24.77008911	108.7757197	3.623579473	IL6ST	interleukin 6 signal transducer	TRUE
205113_at	2.13E-50	2.53E-52	-24.76029982	108.7315481	-6.21730352	NEFM	"neurofilament, medium polypeptide"	TRUE
205752_s_at	2.22E-50	2.66E-52	24.74937301	108.6822305	2.740093942	GSTM5	glutathione S-transferase mu 5	TRUE
201775_s_at	2.31E-50	2.78E-52	24.74008939	108.6403182	2.843108253	EFCAB14	EF-hand calcium binding domain 14	TRUE
201926_s_at	2.33E-50	2.81E-52	24.73753024	108.6287628	4.028227702	CD55	CD55 molecule (Cromer blood group)	TRUE
201657_at	2.34E-50	2.83E-52	24.7361588	108.62257	2.421173889	ARL1	ADP ribosylation factor like GTPase 1	TRUE
1556551_s_at	2.84E-50	3.45E-52	24.69209911	108.4234972	2.878029108	SLC39A6	solute carrier family 39 member 6	TRUE
203766_s_at	2.91E-50	3.54E-52	24.68637042	108.3975968	3.225477979	LMOD1	leiomodin 1	TRUE
203178_at	2.96E-50	3.62E-52	24.6814098	108.3751658	4.327286302	GATM	glycine amidinotransferase	TRUE
210872_x_at	3.11E-50	3.81E-52	24.67006088	108.3238371	2.666092251	GAS7	growth arrest specific 7	TRUE
213880_at	4.31E-50	5.32E-52	24.59655077	107.9909989	4.196190297	LGR5	leucine rich repeat containing G protein-coupled receptor 5	TRUE
209863_s_at	4.31E-50	5.31E-52	24.59699207	107.9929989	4.973066214	TP63	tumor protein p63	TRUE
203811_s_at	4.36E-50	5.40E-52	24.59301515	107.9749743	2.244402218	DNAJB4	DnaJ heat shock protein family (Hsp40) member B4	TRUE
212332_at	5.51E-50	6.84E-52	24.54089305	107.7385675	3.103608385	RBL2	RB transcriptional corepressor like 2	TRUE
209821_at	5.58E-50	6.96E-52	24.537311	107.7223088	4.211659076	IL33	interleukin 33	TRUE
209727_at	5.95E-50	7.44E-52	24.52262123	107.6556171	2.415683472	GM2A	GM2 ganglioside activator	TRUE
1552670_a_at	6.01E-50	7.54E-52	24.51950927	107.6414854	2.47268024	PPP1R3B	protein phosphatase 1 regulatory subunit 3B	TRUE
204753_s_at	6.07E-50	7.64E-52	24.51678511	107.6291139	3.353141704	HLF	"HLF, PAR bZIP transcription factor"	TRUE
209632_at	9.83E-50	1.24E-51	24.40991768	107.1430901	4.404914803	PPP2R3A	protein phosphatase 2 regulatory subunit B''alpha	TRUE
206043_s_at	1.10E-49	1.39E-51	24.38468553	107.0281385	2.91568834	ATP2C2	ATPase secretory pathway Ca2+ transporting 2	TRUE
206637_at	1.14E-49	1.44E-51	24.37667801	106.9916423	3.829895212	P2RY14	purinergic receptor P2Y14	TRUE
208711_s_at	1.24E-49	1.58E-51	24.35681811	106.9010933	3.35354802	CCND1	cyclin D1	TRUE
1570402_at	1.30E-49	1.66E-51	24.34591933	106.8513815	2.710849705	KLC3	kinesin light chain 3	TRUE
203123_s_at	1.39E-49	1.78E-51	24.33110278	106.7837772	2.638754462	SLC11A2	solute carrier family 11 member 2	TRUE
201259_s_at	1.42E-49	1.83E-51	24.32470814	106.754592	3.207954681	SYPL1	synaptophysin like 1	TRUE
204731_at	1.63E-49	2.10E-51	24.29445378	106.6164445	4.002986265	TGFBR3	transforming growth factor beta receptor 3	TRUE
205127_at	1.74E-49	2.26E-51	24.27871921	106.5445542	2.743914246	PTGS1	prostaglandin-endoperoxide synthase 1	TRUE
206164_at	2.37E-49	3.08E-51	24.2111523	106.2355091	4.632012481	CLCA2	chloride channel accessory 2	TRUE
202316_x_at	3.04E-49	3.96E-51	24.15601295	105.9829025	2.487885294	UBE4B	ubiquitination factor E4B	TRUE
1558846_at	3.08E-49	4.03E-51	24.15248745	105.966739	4.566370111	PNLIPRP3	pancreatic lipase related protein 3	TRUE
208790_s_at	3.58E-49	4.69E-51	24.11913725	105.813763	3.149004041	PTRF	polymerase I and transcript release factor	TRUE
201399_s_at	3.61E-49	4.75E-51	24.11646705	105.8015092	2.559326985	TRAM1	translocation associated membrane protein 1	TRUE
202274_at	3.68E-49	4.86E-51	24.1116452	105.779379	4.852950006	ACTG2	"actin, gamma 2, smooth muscle, enteric"	TRUE
212989_at	4.14E-49	5.51E-51	24.08431518	105.6538936	3.62148362	SGMS1	sphingomyelin synthase 1	TRUE
210904_s_at	4.29E-49	5.71E-51	24.07629447	105.6170496	3.413530077	IL13RA1	interleukin 13 receptor subunit alpha 1	TRUE
203407_at	5.02E-49	6.71E-51	24.04133793	105.4563829	4.222681989	PPL	periplakin	TRUE
206101_at	5.26E-49	7.05E-51	24.03045317	105.4063246	3.543043538	ECM2	extracellular matrix protein 2	TRUE
206482_at	5.37E-49	7.23E-51	24.0250555	105.3814958	3.416416529	PTK6	protein tyrosine kinase 6	TRUE
211749_s_at	6.46E-49	8.72E-51	23.98434533	105.19412	3.428038978	VAMP3	vesicle associated membrane protein 3	TRUE
213287_s_at	6.82E-49	9.23E-51	23.97208201	105.1376368	3.840061321	KRT10	keratin 10	TRUE
201496_x_at	8.26E-49	1.12E-50	23.92969564	104.9422718	4.136419739	MYH11	myosin heavy chain 11	TRUE
1555867_at	8.84E-49	1.20E-50	-23.91444366	104.8719203	-4.677725746	GNG4	G protein subunit gamma 4	TRUE
214598_at	1.17E-48	1.60E-50	23.85260816	104.5864099	4.155081886	CLDN8	claudin 8	TRUE
205392_s_at	1.27E-48	1.74E-50	23.83432947	104.5019242	4.428102833	CCL15-CCL14///CCL14	CCL15-CCL14 readthrough (NMD candidate)///C-C motif chemokine ligand 14	TRUE
205083_at	1.69E-48	2.33E-50	23.77190955	104.2131101	4.279565552	AOX1	aldehyde oxidase 1	TRUE
206363_at	2.17E-48	3.01E-50	23.71622429	103.9550597	4.303948204	MAF	MAF bZIP transcription factor	TRUE
206276_at	2.19E-48	3.05E-50	23.71359883	103.9428839	5.957896837	LY6D	"lymphocyte antigen 6 complex, locus D"	TRUE
202506_at	2.25E-48	3.13E-50	23.70767583	103.9154122	2.920207466	SSFA2	sperm specific antigen 2	TRUE
214807_at	2.27E-48	3.18E-50	23.70424476	103.8994965	3.28409881	PLXDC2	plexin domain containing 2	TRUE
207334_s_at	2.48E-48	3.48E-50	23.68515335	103.8109112	2.370525592	TGFBR2	transforming growth factor beta receptor 2	TRUE
203440_at	2.55E-48	3.59E-50	-23.67854848	103.7802539	-4.583468534	CDH2	cadherin 2	TRUE
209283_at	2.62E-48	3.70E-50	23.67182161	103.749025	4.012248151	CRYAB	crystallin alpha B	TRUE
214168_s_at	2.69E-48	3.81E-50	23.66542104	103.7193057	2.608679402	TJP1	tight junction protein 1	TRUE
211890_x_at	2.82E-48	4.01E-50	23.65453958	103.6687693	2.354590907	CAPN3	calpain 3	TRUE
201718_s_at	2.91E-48	4.15E-50	23.64737807	103.6355016	2.606810375	EPB41L2	erythrocyte membrane protein band 4.1 like 2	TRUE
1557094_at	3.21E-48	4.59E-50	23.62535891	103.5331758	3.202807807	LOC100996760	uncharacterized LOC100996760	TRUE
209629_s_at	3.47E-48	4.97E-50	23.60831089	103.4539111	3.108871557	NXT2	nuclear transport factor 2 like export factor 2	TRUE
203797_at	3.98E-48	5.72E-50	23.57828047	103.3141991	3.390377329	VSNL1	visinin like 1	TRUE
201279_s_at	4.65E-48	6.72E-50	23.54347208	103.1521213	3.628768038	LOC101926921///DAB2	"uncharacterized LOC101926921///DAB2, clathrin adaptor protein"	TRUE
204363_at	4.91E-48	7.12E-50	23.5311948	103.0949197	3.374495927	F3	"coagulation factor III, tissue factor"	TRUE
205808_at	4.96E-48	7.21E-50	23.52838755	103.0818377	2.426456272	ASPH	aspartate beta-hydroxylase	TRUE
177_at	6.01E-48	8.76E-50	23.48663207	102.8871416	2.368183713	PLD1	phospholipase D1	TRUE
202508_s_at	6.11E-48	8.93E-50	-23.48252406	102.8679754	-4.907417932	SNAP25	synaptosome associated protein 25	TRUE
212514_x_at	6.29E-48	9.22E-50	23.47580986	102.8366455	2.747851727	DDX3X	"DEAD-box helicase 3, X-linked"	TRUE
1555950_a_at	7.24E-48	1.06E-49	23.44508835	102.6932223	4.143736377	CD55	CD55 molecule (Cromer blood group)	TRUE
203328_x_at	7.85E-48	1.16E-49	23.42702474	102.6088388	3.68379333	IDE	insulin degrading enzyme	TRUE
208047_s_at	8.62E-48	1.27E-49	23.40659374	102.5133482	2.922075405	NAB1	NGFI-A binding protein 1	TRUE
201432_at	8.85E-48	1.31E-49	23.40025287	102.4837019	2.864099745	CAT	catalase	TRUE
211372_s_at	9.43E-48	1.40E-49	23.3860472	102.4172664	3.246283972	IL1R2	interleukin 1 receptor type 2	TRUE
213158_at	9.82E-48	1.46E-49	23.37677739	102.3739011	2.765119305	ZBTB20	zinc finger and BTB domain containing 20	TRUE
211504_x_at	1.10E-47	1.65E-49	23.35176011	102.2568148	2.205539	ROCK2	Rho associated coiled-coil containing protein kinase 2	TRUE
1553602_at	1.11E-47	1.66E-49	23.34951906	102.2463226	6.576127147	MUCL1	mucin like 1	TRUE
209763_at	1.14E-47	1.71E-49	23.34321246	102.2167925	3.805077879	CHRDL1	chordin like 1	TRUE
1554159_a_at	1.19E-47	1.80E-49	23.33318455	102.1698279	2.471270496	ZMYND11	zinc finger MYND-type containing 11	TRUE
204404_at	1.32E-47	1.99E-49	23.31123536	102.0669883	3.412567776	SLC12A2	solute carrier family 12 member 2	TRUE
201124_at	1.34E-47	2.02E-49	23.3075948	102.0499253	3.159320606	ITGB5	integrin subunit beta 5	TRUE
1556209_at	1.42E-47	2.16E-49	23.29377701	101.9851479	3.603867012	CLEC2B	C-type lectin domain family 2 member B	TRUE
203243_s_at	1.51E-47	2.30E-49	23.28004807	101.9207639	3.199967474	PDLIM5	PDZ and LIM domain 5	TRUE
208908_s_at	1.66E-47	2.54E-49	23.25956764	101.8246748	3.186852413	CAST	calpastatin	TRUE
1554179_s_at	1.85E-47	2.83E-49	23.23611255	101.7145665	4.33936625	LYNX1	Ly6/neurotoxin 1	TRUE
210372_s_at	2.13E-47	3.27E-49	23.20572357	101.5718073	4.159385625	TPD52L1	tumor protein D52-like 1	TRUE
201048_x_at	2.29E-47	3.53E-49	23.18927435	101.4944862	2.348945363	WTH3DI///RAB6A	"RAB6C-like///RAB6A, member RAS oncogene family"	TRUE
210087_s_at	2.31E-47	3.56E-49	23.18730469	101.4852254	2.392102295	MPZL1	myelin protein zero like 1	TRUE
207233_s_at	2.46E-47	3.80E-49	23.17329836	101.4193579	3.122003493	MITF	melanogenesis associated transcription factor	TRUE
206165_s_at	2.68E-47	4.16E-49	23.15427205	101.3298443	6.160230741	CLCA2	chloride channel accessory 2	TRUE
202449_s_at	2.80E-47	4.35E-49	23.14457794	101.2842192	2.865117674	RXRA	retinoid X receptor alpha	TRUE
202101_s_at	3.01E-47	4.70E-49	23.12834095	101.2077742	2.601343782	RALB	RALB Ras like proto-oncogene B	TRUE
202278_s_at	3.65E-47	5.72E-49	23.08673649	101.0117498	2.7800334	SPTLC1	serine palmitoyltransferase long chain base subunit 1	TRUE
203939_at	3.83E-47	6.01E-49	23.07618178	100.9619863	3.32155727	NT5E	5'-nucleotidase ecto	TRUE
204305_at	3.89E-47	6.12E-49	23.07230129	100.9436871	3.015210295	MIPEP	mitochondrial intermediate peptidase	TRUE
202787_s_at	4.38E-47	6.93E-49	23.04601707	100.8196897	2.366302037	MAPKAPK3	mitogen-activated protein kinase-activated protein kinase 3	TRUE
204503_at	4.97E-47	7.88E-49	23.01879005	100.6911552	3.471820588	EVPL	envoplakin	TRUE
210935_s_at	5.40E-47	8.59E-49	23.0004202	100.6043826	3.142699017	WDR1	WD repeat domain 1	TRUE
210633_x_at	5.60E-47	8.93E-49	22.99229302	100.5659794	3.611401852	KRT10	keratin 10	TRUE
205795_at	6.09E-47	9.76E-49	-22.97346654	100.4769879	-3.264666376	NRXN3	neurexin 3	TRUE
208712_at	6.09E-47	9.76E-49	22.97343932	100.4768592	3.653007995	CCND1	cyclin D1	TRUE
212762_s_at	6.53E-47	1.05E-48	22.9581382	100.4044997	3.741535196	TCF7L2	transcription factor 7 like 2	TRUE
212093_s_at	7.00E-47	1.13E-48	22.94290379	100.332427	2.711282791	MTUS1	microtubule associated tumor suppressor 1	TRUE
1557938_s_at	7.47E-47	1.21E-48	22.92864078	100.2649241	3.075051332	PTRF	polymerase I and transcript release factor	TRUE
201701_s_at	8.47E-47	1.37E-48	22.90154061	100.1365973	2.244307135	PGRMC2	progesterone receptor membrane component 2	TRUE
206051_at	8.70E-47	1.41E-48	-22.89547385	100.1078571	-3.394136492	ELAVL4	ELAV like neuron-specific RNA binding protein 4	TRUE
202129_s_at	8.74E-47	1.42E-48	22.89390278	100.1004137	2.815707136	RIOK3	RIO kinase 3	TRUE
209541_at	9.21E-47	1.50E-48	22.88237826	100.0458037	4.012738349	IGF1	insulin like growth factor 1	TRUE
205726_at	1.14E-46	1.87E-48	22.83672915	99.8293301	2.603923756	DIAPH2	diaphanous related formin 2	TRUE
212451_at	1.15E-46	1.88E-48	22.83518759	99.82201538	3.119519948	SECISBP2L	SECIS binding protein 2 like	TRUE
1552797_s_at	1.16E-46	1.91E-48	22.83155115	99.80475919	4.859275643	PROM2	prominin 2	TRUE
204846_at	1.20E-46	1.98E-48	22.82393697	99.76862192	3.322931277	CP	ceruloplasmin (ferroxidase)	TRUE
214164_x_at	1.20E-46	1.98E-48	22.82389627	99.76842876	4.464532964	CA12	carbonic anhydrase 12	TRUE
204773_at	1.20E-46	2.00E-48	22.8225557	99.7620656	2.545167104	IL11RA	interleukin 11 receptor subunit alpha	TRUE
203798_s_at	1.60E-46	2.66E-48	22.76205876	99.47467986	3.384342931	VSNL1	visinin like 1	TRUE
205404_at	1.60E-46	2.66E-48	22.76236871	99.47615342	4.028174388	HSD11B1	hydroxysteroid 11-beta dehydrogenase 1	TRUE
207623_at	1.63E-46	2.73E-48	22.75690305	99.45016717	2.423827878	ABCF2	ATP binding cassette subfamily F member 2	TRUE
204863_s_at	1.71E-46	2.86E-48	22.746956	99.40286491	3.744427945	IL6ST	interleukin 6 signal transducer	TRUE
201710_at	1.74E-46	2.92E-48	-22.74208881	99.37971499	-2.125783752	MYBL2	MYB proto-oncogene like 2	TRUE
207993_s_at	2.21E-46	3.71E-48	22.69217527	99.14214118	3.025835161	CHP1	calcineurin like EF-hand protein 1	TRUE
202589_at	2.39E-46	4.02E-48	-22.67521092	99.06132566	-3.221413179	TYMS	thymidylate synthetase	TRUE
205900_at	2.59E-46	4.37E-48	22.65773164	98.97801985	7.453663307	KRT1	keratin 1	TRUE
210426_x_at	2.67E-46	4.52E-48	22.65049588	98.94352334	4.369506106	RORA	RAR related orphan receptor A	TRUE
208407_s_at	3.04E-46	5.17E-48	22.62247399	98.80986769	2.541360532	TMX2-CTNND1///CTNND1	TMX2-CTNND1 readthrough (NMD candidate)///catenin delta 1	TRUE
214071_at	4.04E-46	6.88E-48	22.56259685	98.52394642	3.864261655	GNAL	G protein subunit alpha L	TRUE
205595_at	4.08E-46	6.96E-48	22.56015824	98.51229228	4.006761667	DSG3	desmoglein 3	TRUE
211549_s_at	4.45E-46	7.63E-48	22.54107832	98.42108397	2.786317297	HPGD	hydroxyprostaglandin dehydrogenase 15-(NAD)	TRUE
201975_at	4.59E-46	7.89E-48	22.53385963	98.3865645	2.320779582	CLIP1	CAP-Gly domain containing linker protein 1	TRUE
1558028_x_at	5.00E-46	8.62E-48	22.51549414	98.29871225	2.385645466	NORAD	non-coding RNA activated by DNA damage	TRUE
213022_s_at	5.68E-46	9.80E-48	22.4885827	98.16990443	2.716847846	UTRN	utrophin	TRUE
208936_x_at	5.69E-46	9.85E-48	22.48748573	98.16465205	2.645295117	LGALS8	galectin 8	TRUE
201148_s_at	6.07E-46	1.05E-47	22.47374982	98.09887052	2.360685621	TIMP3	TIMP metallopeptidase inhibitor 3	TRUE
209212_s_at	6.13E-46	1.07E-47	22.47058619	98.08371648	4.243754621	KLF5	Kruppel like factor 5	TRUE
1552516_a_at	7.12E-46	1.24E-47	22.43887064	97.93172813	3.213162173	HIPK1	homeodomain interacting protein kinase 1	TRUE
203638_s_at	7.19E-46	1.26E-47	22.43637943	97.91978436	4.082858886	FGFR2	fibroblast growth factor receptor 2	TRUE
201280_s_at	8.76E-46	1.54E-47	22.39465886	97.71964619	4.388037011	LOC101926921///DAB2	"uncharacterized LOC101926921///DAB2, clathrin adaptor protein"	TRUE
201147_s_at	9.18E-46	1.62E-47	22.38435299	97.67017446	3.342933044	TIMP3	TIMP metallopeptidase inhibitor 3	TRUE
209335_at	9.23E-46	1.63E-47	22.38274391	97.66244914	4.938019058	DCN	decorin	TRUE
213548_s_at	9.60E-46	1.70E-47	22.37398946	97.62041263	2.28765461	CDV3	CDV3 homolog	TRUE
207496_at	9.73E-46	1.72E-47	22.3707507	97.60485857	2.809944046	MS4A2	membrane spanning 4-domains A2	TRUE
213933_at	9.87E-46	1.75E-47	22.36727631	97.58817144	3.377455792	PTGER3	prostaglandin E receptor 3	TRUE
